-23,498000|0,000000|-23,498000|4,811000
-23,498000|4,811000|-24,997000|4,811000
-24,997000|4,811000|-24,997000|5,281000
-25,887000|5,281000|-25,887000|4,811000
-25,887000|4,811000|-27,386000|4,811000
-27,386000|4,811000|-27,386000|0,000000
-27,386000|0,000000|-23,498000|0,000000
-29,802000|7,751000|-31,266000|7,751000
-31,266000|7,751000|-31,266000|7,286000
-32,156000|7,286000|-32,156000|7,751000
-32,156000|7,751000|-32,710000|7,751000
-32,710000|7,751000|-32,710000|12,562000
-32,710000|12,562000|-29,802000|12,562000
-29,802000|12,562000|-29,802000|7,751000
-20,988000|0,000000|-20,988000|4,811000
-20,988000|4,811000|-22,014000|4,811000
-22,014000|4,811000|-22,014000|5,281000
-22,904000|5,281000|-22,904000|4,811000
-22,904000|4,811000|-23,413000|4,811000
-23,413000|4,811000|-23,413000|0,000000
-23,413000|0,000000|-20,988000|0,000000
-32,501000|0,000000|-32,501000|4,811000
-32,501000|4,811000|-34,015000|4,811000
-34,015000|4,811000|-34,015000|5,281000
-34,905000|5,281000|-34,905000|4,811000
-34,905000|4,811000|-35,705000|4,811000
-35,705000|4,811000|-35,705000|3,212000
-35,705000|3,212000|-38,925000|3,212000
-38,925000|3,212000|-38,925000|0,000000
-38,925000|0,000000|-32,501000|0,000000
-0,000000|0,000000|-0,000000|4,811000
-0,000000|4,811000|-3,892000|4,811000
-3,892000|4,811000|-3,892000|5,281000
-4,782000|5,281000|-4,782000|4,811000
-4,782000|4,811000|-5,833000|4,811000
-5,833000|4,811000|-5,833000|0,000000
-5,833000|0,000000|-0,000000|0,000000
-36,436000|7,289000|-36,436000|5,281000
-14,508000|0,000000|-14,508000|4,811000
-14,508000|4,811000|-16,016000|4,811000
-16,016000|4,811000|-16,016000|5,281000
-16,906000|5,281000|-16,906000|4,811000
-16,906000|4,811000|-18,396000|4,811000
-18,396000|4,811000|-18,396000|0,000000
-18,396000|0,000000|-14,508000|0,000000
-18,478000|0,000000|-18,478000|4,811000
-18,478000|4,811000|-19,016000|4,811000
