-9,984000|7,267000|-13,223000|7,289000
-14,115000|7,289000|-19,218000|7,289000
-20,109000|7,289000|-22,235000|7,289000
-23,131000|7,289000|-25,247000|7,289000
-26,142000|7,289000|-28,252000|7,289000
-29,139000|7,289000|-31,248000|7,289000
-32,142000|7,289000|-34,256000|7,289000
-35,150000|7,289000|-36,412000|7,289000
-36,412000|7,289000|-36,412000|5,281000
-36,412000|5,281000|-34,888000|5,281000
-33,995000|5,281000|-33,838000|5,281000
-33,838000|5,281000|-33,838000|5,596000
-33,838000|5,596000|-32,838000|5,596000
-32,838000|5,596000|-32,838000|5,281000
-32,838000|5,281000|-31,885000|5,281000
-30,989000|5,281000|-30,851000|5,281000
-30,851000|5,281000|-30,851000|5,596000
-30,851000|5,596000|-29,851000|5,596000
-29,851000|5,596000|-29,851000|5,281000
-29,851000|5,281000|-28,887000|5,281000
-27,995000|5,281000|-27,835000|5,281000
-27,835000|5,281000|-27,835000|5,596000
-27,835000|5,596000|-26,835000|5,596000
-26,835000|5,596000|-26,835000|5,281000
-26,835000|5,281000|-25,911000|5,281000
-25,018000|5,281000|-24,839000|5,281000
-24,839000|5,281000|-24,839000|5,596000
-24,839000|5,596000|-23,839000|5,596000
-23,839000|5,596000|-23,839000|5,281000
-23,839000|5,281000|-22,893000|5,281000
-21,996000|5,281000|-19,898000|5,281000
-14,270000|6,566000|-19,077000|6,566000
-19,006000|5,281000|-16,906000|5,281000
-16,011000|5,281000|-13,901000|5,281000
-10,001000|5,281000|-7,895000|5,281000
-6,895000|5,281000|-4,885000|5,281000
-3,885000|5,281000|-3,335000|5,281000
-12,913000|5,281000|-12,913000|5,751000
-12,913000|5,751000|-11,913000|5,751000
-11,913000|5,751000|-11,913000|5,281000
-11,913000|5,281000|-10,890000|5,281000
-0,000000|0,000000|-0,000000|4,811000
-0,000000|4,811000|-3,885000|4,811000
-3,885000|4,811000|-3,885000|5,281000
-4,885000|5,281000|-4,885000|4,811000
-4,885000|4,811000|-5,893000|4,811000
-5,893000|4,811000|-5,893000|4,372000
-5,893000|4,372000|-5,358000|4,372000
-5,358000|4,372000|-5,358000|2,332000
-5,358000|2,332000|-5,893000|2,332000
-5,893000|2,332000|-5,893000|0,000000
-5,893000|0,000000|-5,304000|0,000000
-5,304000|-0,000000|-5,304000|-0,105000
-5,304000|-0,105000|-3,656000|-0,105000
-3,656000|-0,105000|-3,656000|0,000000
-3,656000|0,000000|-2,289000|0,000000
-2,289000|0,000000|-2,289000|-0,105000
-2,289000|-0,105000|-0,644000|-0,105000
-0,644000|-0,105000|-0,644000|0,000000
-0,644000|0,000000|0,000000|0,000000
-5,975000|0,000000|-5,975000|4,811000
-5,975000|4,811000|-6,895000|4,811000
-6,895000|4,811000|-6,895000|5,281000
-7,895000|5,281000|-7,895000|4,811000
-7,895000|4,811000|-10,005000|4,811000
-10,005000|4,811000|-10,005000|5,281000
-10,903000|5,281000|-10,903000|4,811000
-10,903000|4,811000|-11,847000|4,811000
-11,847000|4,811000|-11,847000|-0,000000
-11,847000|-0,000000|-11,283000|-0,000000
-11,283000|-0,000000|-11,283000|-0,105000
-11,283000|-0,105000|-9,634000|-0,105000
-9,634000|-0,105000|-9,634000|-0,000000
-9,634000|-0,000000|-8,288000|-0,000000
-8,288000|-0,000000|-8,288000|-0,105000
-8,288000|-0,105000|-6,642000|-0,105000
-6,642000|-0,105000|-6,642000|0,000000
-6,642000|0,000000|-5,975000|0,000000
-13,897000|5,281000|-13,897000|4,811000
-13,897000|4,811000|-14,396000|4,811000
-14,396000|4,811000|-14,396000|-0,000000
-14,396000|-0,000000|-11,933000|0,000000
-11,933000|0,000000|-11,933000|4,811000
-11,933000|4,811000|-13,007000|4,811000
-13,007000|4,811000|-13,007000|5,281000
-16,906000|5,281000|-16,906000|4,811000
-16,906000|4,811000|-18,385000|4,811000
-18,385000|4,811000|-18,385000|-0,000000
-18,385000|-0,000000|-14,481000|0,000000
-14,481000|0,000000|-14,481000|4,811000
-14,481000|4,811000|-16,011000|4,811000
-16,011000|4,811000|-16,011000|5,281000
-19,898000|5,281000|-19,898000|4,811000
-19,898000|4,811000|-20,853000|4,811000
-20,853000|4,811000|-20,853000|-0,000000
-20,853000|-0,000000|-18,481000|0,000000
-18,481000|0,000000|-18,481000|4,811000
-18,481000|4,811000|-19,006000|4,811000
-19,006000|4,811000|-19,006000|5,281000
-22,892000|5,281000|-22,892000|4,811000
-22,892000|4,811000|-23,404000|4,811000
-23,404000|4,811000|-23,404000|-0,000000
-23,404000|-0,000000|-20,925000|0,000000
-20,925000|0,000000|-20,925000|4,811000
